"id","date","customer_id","amount"
"2301078XX3","2023-01-07",718,"47.52"
"2301078XX4","2023-01-07",378,"7.65"
"2301078XX5","2023-01-07",260,"42.90"
"2301078XX6","2023-01-07",93,"40.89"
"2301078XX7","2023-01-07",242,"26.85"
"2301078XX8","2023-01-07",342,"41.71"
"2301078XX9","2023-01-07",116,"48.78"
"2301078X10","2023-01-07",665,"46.57"
"2301078X11","2023-01-07",504,"7.10"
"2301078X12","2023-01-07",50,"6.72"
"2301078X13","2023-01-07",96,"13.23"
"2301078X14","2023-01-07",34,"27.12"
"2301078X15","2023-01-07",266,"5.39"
"2301088XX1","2023-01-08",412,"45.50"
"2301088XX2","2023-01-08",375,"8.91"
"2301088XX3","2023-01-08",55,"21.65"
"2301088XX4","2023-01-08",232,"8.66"
"2301088XX5","2023-01-08",287,"40.37"
"2301088XX6","2023-01-08",369,"26.39"
"2301088XX7","2023-01-08",509,"48.25"
"2301088XX8","2023-01-08",613,"11.83"
"2301088XX9","2023-01-08",533,"30.18"
"2301088X10","2023-01-08",171,"20.32"
"2301088X11","2023-01-08",352,"15.87"
"2301098XX1","2023-01-09",467,"19.47"
"2301098XX2","2023-01-09",296,"8.55"
"2301098XX3","2023-01-09",58,"6.40"
"2301098XX4","2023-01-09",549,"24.07"
"2301098XX5","2023-01-09",550,"13.69"
"2301098XX6","2023-01-09",585,"34.93"
"2301098XX7","2023-01-09",515,"14.58"
"2301098XX8","2023-01-09",623,"42.24"
"2301108XX1","2023-01-10",613,"7.44"
"2301108XX2","2023-01-10",661,"14.22"
"2301108XX3","2023-01-10",17,"34.95"
"2301118XX1","2023-01-11",700,"15.30"
"2301118XX2","2023-01-11",384,"36.16"
"2301118XX3","2023-01-11",330,"41.68"
"2301118XX4","2023-01-11",383,"6.00"
"2301118XX5","2023-01-11",203,"17.62"
"2301118XX6","2023-01-11",747,"10.27"
"2301118XX7","2023-01-11",102,"22.25"
"2301118XX8","2023-01-11",329,"27.24"
"2301118XX9","2023-01-11",145,"25.39"
"2301118X10","2023-01-11",723,"19.41"
"2301118X11","2023-01-11",347,"41.61"
"2301118X12","2023-01-11",537,"6.87"
"2301118X13","2023-01-11",60,"48.83"
"2301118X14","2023-01-11",501,"6.44"
"2301128XX1","2023-01-12",178,"27.40"
"2301128XX2","2023-01-12",497,"40.69"
"2301128XX3","2023-01-12",90,"28.63"
"2301128XX4","2023-01-12",520,"25.11"
"2301128XX5","2023-01-12",450,"29.31"
"2301128XX6","2023-01-12",486,"14.10"
"2301128XX7","2023-01-12",330,"46.06"
"2301128XX8","2023-01-12",343,"19.07"
"2301128XX9","2023-01-12",710,"19.73"
"2301128X10","2023-01-12",375,"16.25"
"2301128X11","2023-01-12",636,"40.74"
"2301128X12","2023-01-12",682,"29.89"
"2301138XX1","2023-01-13",412,"39.40"
"2301138XX2","2023-01-13",710,"27.81"
"2301138XX3","2023-01-13",678,"31.53"
"2301138XX4","2023-01-13",177,"39.02"
"2301138XX5","2023-01-13",14,"46.71"
"2301138XX6","2023-01-13",369,"6.48"
"2301138XX7","2023-01-13",93,"29.93"
"2301148XX1","2023-01-14",171,"9.47"
"2301148XX2","2023-01-14",129,"24.12"
"2301148XX3","2023-01-14",450,"26.20"
"2301148XX4","2023-01-14",274,"44.42"
"2301148XX5","2023-01-14",208,"49.93"
"2301148XX6","2023-01-14",497,"33.64"
"2301148XX7","2023-01-14",46,"22.65"
"2301148XX8","2023-01-14",572,"44.59"
"2301158XX1","2023-01-15",515,"35.48"
"2301158XX2","2023-01-15",96,"32.84"
"2301158XX3","2023-01-15",342,"8.09"
"2301158XX4","2023-01-15",729,"6.97"
"2301158XX5","2023-01-15",55,"43.48"
"2301158XX6","2023-01-15",540,"7.30"
"2301158XX7","2023-01-15",537,"39.98"
"2301158XX8","2023-01-15",217,"10.64"
"2301158XX9","2023-01-15",460,"16.02"
"2301158X10","2023-01-15",139,"28.87"
"2301158X11","2023-01-15",431,"40.47"
"2301158X12","2023-01-15",545,"14.25"
"2301158X13","2023-01-15",756,"23.86"
"2301158X14","2023-01-15",759,"31.19"
"2301168XX1","2023-01-16",105,"45.34"
"2301168XX2","2023-01-16",513,"35.84"
"2301168XX3","2023-01-16",665,"21.84"
"2301168XX4","2023-01-16",210,"34.14"
"2301168XX5","2023-01-16",103,"5.00"
"2301168XX6","2023-01-16",723,"40.86"
"2301168XX7","2023-01-16",545,"29.91"
"2301168XX8","2023-01-16",109,"48.56"
"2301168XX9","2023-01-16",133,"17.41"
"2301168X10","2023-01-16",637,"5.21"
"2301178XX1","2023-01-17",288,"46.38"
"2301178XX2","2023-01-17",756,"33.18"
"2301178XX3","2023-01-17",182,"10.95"
"2301178XX4","2023-01-17",289,"46.01"
"2301178XX5","2023-01-17",759,"30.32"
"2301178XX6","2023-01-17",387,"23.15"
"2301188XX1","2023-01-18",256,"16.18"
"2301188XX2","2023-01-18",714,"22.35"
"2301188XX3","2023-01-18",660,"21.42"
"2301188XX4","2023-01-18",766,"9.98"
"2301188XX5","2023-01-18",68,"35.08"
"2301188XX6","2023-01-18",713,"15.10"
"2301198XX1","2023-01-19",272,"10.03"
"2301198XX2","2023-01-19",529,"17.51"
"2301198XX3","2023-01-19",124,"36.55"
"2301198XX4","2023-01-19",415,"42.59"
"2301198XX5","2023-01-19",537,"17.54"
"2301198XX6","2023-01-19",343,"19.39"
"2301198XX7","2023-01-19",291,"22.40"
"2301198XX8","2023-01-19",553,"25.37"
"2301198XX9","2023-01-19",383,"48.06"
"2301198X10","2023-01-19",637,"35.55"
"2301198X11","2023-01-19",14,"13.52"
"2301208XX1","2023-01-20",375,"5.90"
"2301208XX2","2023-01-20",118,"9.54"
"2301208XX3","2023-01-20",396,"25.35"
"2301208XX4","2023-01-20",260,"49.44"
"2301208XX5","2023-01-20",672,"28.75"
"2301208XX6","2023-01-20",84,"36.31"
"2301218XX1","2023-01-21",683,"46.70"
"2301218XX2","2023-01-21",413,"30.30"
"2301218XX3","2023-01-21",756,"42.76"
"2301218XX4","2023-01-21",442,"38.14"
"2301218XX5","2023-01-21",298,"31.57"
"2301218XX6","2023-01-21",503,"23.01"
"2301218XX7","2023-01-21",747,"41.30"
"2301218XX8","2023-01-21",577,"10.77"
"2301218XX9","2023-01-21",391,"25.72"
"2301218X10","2023-01-21",203,"27.86"
"2301218X11","2023-01-21",347,"15.70"
"2301218X12","2023-01-21",486,"44.62"
"2301228XX1","2023-01-22",207,"38.69"
"2301228XX2","2023-01-22",692,"47.04"
"2301228XX3","2023-01-22",551,"16.82"
"2301228XX4","2023-01-22",383,"17.99"
"2301228XX5","2023-01-22",345,"33.48"
"2301228XX6","2023-01-22",408,"25.10"
"2301228XX7","2023-01-22",714,"46.12"
"2301228XX8","2023-01-22",586,"11.18"
"2301228XX9","2023-01-22",603,"15.11"
"2301228X10","2023-01-22",522,"17.30"
"2301228X11","2023-01-22",291,"28.30"
"2301228X12","2023-01-22",472,"13.20"
"2301228X13","2023-01-22",667,"10.78"
"2301228X14","2023-01-22",632,"49.66"
"2301228X15","2023-01-22",497,"20.62"
"2301238XX1","2023-01-23",685,"16.90"
"2301238XX2","2023-01-23",54,"28.94"
"2301238XX3","2023-01-23",572,"23.70"
"2301238XX4","2023-01-23",635,"10.91"
"2301238XX5","2023-01-23",639,"14.64"
"2301238XX6","2023-01-23",103,"40.50"
"2301238XX7","2023-01-23",289,"41.20"
"2301238XX8","2023-01-23",519,"34.89"
"2301238XX9","2023-01-23",517,"33.26"
"2301238X10","2023-01-23",46,"33.28"
"2301238X11","2023-01-23",333,"7.46"
"2301248XX1","2023-01-24",156,"7.30"
"2301248XX2","2023-01-24",535,"24.11"
"2301248XX3","2023-01-24",453,"11.04"
"2301248XX4","2023-01-24",503,"28.38"
"2301248XX5","2023-01-24",75,"11.89"
"2301248XX6","2023-01-24",661,"8.89"
"2301248XX7","2023-01-24",180,"22.26"
"2301248XX8","2023-01-24",598,"21.27"
"2301248XX9","2023-01-24",635,"18.48"
"2301248X10","2023-01-24",550,"28.16"
"2301248X11","2023-01-24",1,"43.98"
"2301248X12","2023-01-24",645,"42.42"
"2301248X13","2023-01-24",727,"34.05"
"2301248X14","2023-01-24",235,"37.34"
"2301258XX1","2023-01-25",501,"33.08"
"2301258XX2","2023-01-25",70,"28.65"
"2301258XX3","2023-01-25",309,"30.23"
"2301258XX4","2023-01-25",540,"41.78"
"2301258XX5","2023-01-25",25,"47.68"
"2301258XX6","2023-01-25",773,"45.71"
"2301258XX7","2023-01-25",408,"37.88"
"2301258XX8","2023-01-25",436,"34.41"
"2301258XX9","2023-01-25",723,"47.07"
"2301268XX1","2023-01-26",378,"9.48"
"2301268XX2","2023-01-26",193,"18.61"
"2301268XX3","2023-01-26",521,"13.26"
"2301268XX4","2023-01-26",545,"19.10"
"2301268XX5","2023-01-26",305,"30.64"
"2301268XX6","2023-01-26",504,"26.10"
"2301268XX7","2023-01-26",565,"35.05"
"2301268XX8","2023-01-26",126,"32.21"
"2301268XX9","2023-01-26",501,"35.13"
"2301268X10","2023-01-26",60,"20.33"
"2301278XX1","2023-01-27",763,"28.43"
"2301278XX2","2023-01-27",314,"36.08"
"2301278XX3","2023-01-27",217,"45.81"
"2301278XX4","2023-01-27",756,"32.46"
"2301278XX5","2023-01-27",240,"41.54"
"2301278XX6","2023-01-27",747,"9.26"
"2301278XX7","2023-01-27",208,"26.20"
"2301288XX1","2023-01-28",587,"35.90"
"2301288XX2","2023-01-28",129,"44.07"
"2301288XX3","2023-01-28",66,"34.79"
"2301288XX4","2023-01-28",501,"24.35"
"2301288XX5","2023-01-28",2,"40.09"
"2301288XX6","2023-01-28",95,"22.41"
"2301288XX7","2023-01-28",717,"48.33"
"2301288XX8","2023-01-28",241,"11.83"
"2301288XX9","2023-01-28",686,"14.26"
"2301298XX1","2023-01-29",672,"47.86"
"2301298XX2","2023-01-29",747,"46.94"
"2301298XX3","2023-01-29",395,"38.70"
"2301298XX4","2023-01-29",589,"32.93"
"2301298XX5","2023-01-29",441,"41.29"
"2301298XX6","2023-01-29",720,"7.52"
"2301298XX7","2023-01-29",468,"12.24"
"2301298XX8","2023-01-29",83,"15.25"
"2301298XX9","2023-01-29",693,"24.62"
"2301298X10","2023-01-29",475,"16.80"
"2301298X11","2023-01-29",755,"17.54"
"2301308XX1","2023-01-30",597,"34.11"
"2301308XX2","2023-01-30",179,"6.64"
"2301308XX3","2023-01-30",764,"34.86"
"2301308XX4","2023-01-30",689,"27.63"
"2301308XX5","2023-01-30",192,"19.12"
"2301308XX6","2023-01-30",370,"8.85"
"2301308XX7","2023-01-30",232,"36.59"
"2301308XX8","2023-01-30",293,"42.67"
"2301308XX9","2023-01-30",728,"5.03"
"2301308X10","2023-01-30",407,"39.63"
"2301308X11","2023-01-30",126,"33.90"
"2301308X12","2023-01-30",395,"42.45"
"2301308X13","2023-01-30",183,"24.99"
"2301308X14","2023-01-30",68,"49.00"
"2301308X15","2023-01-30",455,"16.18"
"2301318XX1","2023-01-31",522,"22.27"
"2301318XX2","2023-01-31",551,"46.68"
"2301318XX3","2023-01-31",218,"13.34"
"2301318XX4","2023-01-31",210,"49.92"
"2301318XX5","2023-01-31",383,"12.46"
"2301318XX6","2023-01-31",450,"48.04"
"2301318XX7","2023-01-31",198,"36.20"
"2301318XX8","2023-01-31",613,"30.03"
"2301318XX9","2023-01-31",182,"33.16"
"2302018XX1","2023-02-01",353,"17.57"
"2302018XX2","2023-02-01",311,"14.52"
"2302018XX3","2023-02-01",94,"21.98"
"2302018XX4","2023-02-01",537,"8.56"
"2302018XX5","2023-02-01",383,"6.97"
"2302018XX6","2023-02-01",700,"28.34"
"2302018XX7","2023-02-01",660,"30.14"
"2302018XX8","2023-02-01",460,"29.01"
"2302018XX9","2023-02-01",748,"18.26"
"2302018X10","2023-02-01",729,"22.74"
"2302018X11","2023-02-01",551,"23.24"
"2302028XX1","2023-02-02",539,"39.53"
"2302028XX2","2023-02-02",649,"18.95"
"2302028XX3","2023-02-02",473,"25.76"
"2302028XX4","2023-02-02",630,"29.68"
"2302028XX5","2023-02-02",549,"42.71"
"2302028XX6","2023-02-02",197,"10.25"
"2302028XX7","2023-02-02",392,"25.68"
"2302028XX8","2023-02-02",254,"5.50"
"2302028XX9","2023-02-02",414,"43.03"
"2302028X10","2023-02-02",404,"8.86"
"2302028X11","2023-02-02",119,"13.09"
"2302028X12","2023-02-02",354,"39.51"
"2302028X13","2023-02-02",656,"9.81"
"2302028X14","2023-02-02",705,"19.84"
"2302028X15","2023-02-02",220,"49.83"
"2302038XX1","2023-02-03",660,"30.04"
"2302038XX2","2023-02-03",44,"27.36"
"2302038XX3","2023-02-03",202,"45.85"
"2302038XX4","2023-02-03",157,"39.65"
"2302038XX5","2023-02-03",488,"26.17"
"2302038XX6","2023-02-03",354,"34.92"
"2302038XX7","2023-02-03",555,"26.65"
"2302038XX8","2023-02-03",476,"7.70"
"2302038XX9","2023-02-03",562,"37.85"
"2302038X10","2023-02-03",766,"21.65"
"2302038X11","2023-02-03",496,"11.40"
"2302038X12","2023-02-03",474,"20.55"
"2302038X13","2023-02-03",63,"5.18"
"2302038X14","2023-02-03",670,"6.75"
"2302038X15","2023-02-03",595,"24.75"
"2302048XX1","2023-02-04",488,"43.91"
"2302048XX2","2023-02-04",25,"17.41"
"2302048XX3","2023-02-04",241,"12.86"
"2302048XX4","2023-02-04",203,"37.45"
"2302048XX5","2023-02-04",617,"36.69"
"2302048XX6","2023-02-04",636,"28.44"
"2302048XX7","2023-02-04",762,"6.66"
"2302048XX8","2023-02-04",422,"18.93"
"2302048XX9","2023-02-04",10,"42.55"
"2302048X10","2023-02-04",178,"26.28"
"2302048X11","2023-02-04",642,"39.91"
"2302048X12","2023-02-04",95,"39.77"
"2302058XX1","2023-02-05",45,"8.46"
"2302058XX2","2023-02-05",42,"28.59"
"2302058XX3","2023-02-05",449,"41.63"
"2302058XX4","2023-02-05",459,"35.16"
"2302058XX5","2023-02-05",511,"49.02"
"2302058XX6","2023-02-05",372,"43.06"
"2302058XX7","2023-02-05",472,"29.32"
"2302058XX8","2023-02-05",623,"20.22"
"2302058XX9","2023-02-05",603,"48.81"
"2302058X10","2023-02-05",131,"11.38"
"2302068XX1","2023-02-06",232,"23.23"
"2302068XX2","2023-02-06",215,"34.91"
"2302068XX3","2023-02-06",16,"15.64"
"2302068XX4","2023-02-06",395,"45.02"
"2302068XX5","2023-02-06",680,"40.74"
"2302068XX6","2023-02-06",14,"43.69"
"2302068XX7","2023-02-06",586,"30.13"
"2302068XX8","2023-02-06",562,"42.87"
"2302068XX9","2023-02-06",23,"46.42"
"2302068X10","2023-02-06",726,"39.11"
"2302068X11","2023-02-06",379,"49.67"
"2302068X12","2023-02-06",4,"11.46"
"2302068X13","2023-02-06",540,"14.70"
"2302078XX1","2023-02-07",306,"5.68"
"2302078XX2","2023-02-07",660,"6.33"
"2302078XX3","2023-02-07",394,"6.02"
"2302078XX4","2023-02-07",646,"28.85"
"2302078XX5","2023-02-07",636,"15.29"
"2302078XX6","2023-02-07",367,"30.49"
"2302078XX7","2023-02-07",334,"29.20"
"2302078XX8","2023-02-07",713,"16.99"
"2302078XX9","2023-02-07",17,"12.90"
"2302078X10","2023-02-07",475,"13.51"
"2302078X11","2023-02-07",575,"41.95"
"2302088XX1","2023-02-08",686,"10.49"
"2302088XX2","2023-02-08",158,"28.32"
"2302088XX3","2023-02-08",86,"11.50"
"2302088XX4","2023-02-08",429,"20.61"
"2302088XX5","2023-02-08",656,"27.01"
"2302088XX6","2023-02-08",399,"10.39"
"2302088XX7","2023-02-08",672,"12.26"
"2302088XX8","2023-02-08",202,"13.97"
"2302088XX9","2023-02-08",125,"6.48"
"2302088X10","2023-02-08",589,"15.25"
"2302088X11","2023-02-08",328,"35.55"
"2302088X12","2023-02-08",522,"16.16"
"2302088X13","2023-02-08",693,"31.21"
"2302088X14","2023-02-08",38,"37.57"
"2302098XX1","2023-02-09",692,"37.18"
"2302098XX2","2023-02-09",45,"15.40"
"2302098XX3","2023-02-09",697,"23.41"
"2302098XX4","2023-02-09",19,"31.93"
"2302098XX5","2023-02-09",232,"18.80"
"2302098XX6","2023-02-09",507,"26.35"
"2302098XX7","2023-02-09",383,"17.92"
"2302098XX8","2023-02-09",763,"29.52"
"2302098XX9","2023-02-09",30,"19.81"
"2302108XX1","2023-02-10",295,"27.32"
"2302108XX2","2023-02-10",164,"26.97"
"2302108XX3","2023-02-10",113,"44.71"
"2302108XX4","2023-02-10",661,"5.05"
"2302108XX5","2023-02-10",569,"21.71"
"2302108XX6","2023-02-10",460,"33.26"
"2302108XX7","2023-02-10",291,"26.94"
"2302108XX8","2023-02-10",701,"35.01"
"2302108XX9","2023-02-10",117,"5.53"
"2302108X10","2023-02-10",760,"26.43"
"2302108X11","2023-02-10",272,"18.77"
"2302108X12","2023-02-10",4,"19.07"
"2302118XX1","2023-02-11",567,"19.42"
"2302118XX2","2023-02-11",631,"32.94"
"2302118XX3","2023-02-11",51,"9.08"
"2302118XX4","2023-02-11",213,"9.13"
"2302118XX5","2023-02-11",651,"32.06"
"2302118XX6","2023-02-11",70,"24.06"
"2302118XX7","2023-02-11",496,"9.37"
"2302118XX8","2023-02-11",207,"47.19"
"2302118XX9","2023-02-11",501,"8.57"
"2302128XX1","2023-02-12",496,"18.57"
"2302128XX2","2023-02-12",536,"8.44"
"2302128XX3","2023-02-12",86,"34.12"
"2302128XX4","2023-02-12",205,"28.59"
"2302128XX5","2023-02-12",93,"45.27"
"2302128XX6","2023-02-12",299,"20.37"
"2302128XX7","2023-02-12",535,"13.27"
"2302128XX8","2023-02-12",453,"26.42"
"2302128XX9","2023-02-12",713,"15.24"
"2302128X10","2023-02-12",208,"6.56"
"2302128X11","2023-02-12",291,"8.01"
"2302128X12","2023-02-12",412,"21.86"
"2302138XX1","2023-02-13",701,"19.29"
"2302138XX2","2023-02-13",58,"27.36"
"2302138XX3","2023-02-13",32,"15.05"
"2302138XX4","2023-02-13",449,"20.48"
"2302138XX5","2023-02-13",314,"42.34"
"2302138XX6","2023-02-13",226,"20.19"
"2302138XX7","2023-02-13",94,"11.84"
"2302138XX8","2023-02-13",289,"28.42"
"2302138XX9","2023-02-13",529,"48.30"
"2302138X10","2023-02-13",506,"31.08"
"2302138X11","2023-02-13",608,"10.74"
"2302138X12","2023-02-13",173,"29.75"
"2302138X13","2023-02-13",55,"37.22"
"2302138X14","2023-02-13",205,"8.62"
"2302148XX1","2023-02-14",680,"6.67"
"2302148XX2","2023-02-14",182,"33.32"
"2302148XX3","2023-02-14",535,"28.69"
"2302148XX4","2023-02-14",316,"35.28"
"2302148XX5","2023-02-14",180,"41.69"
"2302148XX6","2023-02-14",94,"44.19"
"2302148XX7","2023-02-14",266,"39.73"
"2302148XX8","2023-02-14",638,"44.67"
"2302158XX1","2023-02-15",303,"12.63"
"2302158XX2","2023-02-15",42,"22.04"
"2302158XX3","2023-02-15",93,"31.34"
"2302158XX4","2023-02-15",642,"24.60"
"2302158XX5","2023-02-15",453,"13.02"
"2302158XX6","2023-02-15",435,"48.60"
"2302158XX7","2023-02-15",459,"5.46"
"2302158XX8","2023-02-15",210,"32.27"
"2302158XX9","2023-02-15",367,"20.23"
"2302158X10","2023-02-15",712,"6.48"
"2302158X11","2023-02-15",24,"36.69"
"2302158X12","2023-02-15",585,"35.15"
"2302158X13","2023-02-15",151,"41.78"
"2302158X14","2023-02-15",232,"27.27"
"2302168XX1","2023-02-16",267,"10.30"
"2302168XX2","2023-02-16",217,"47.85"
"2302168XX3","2023-02-16",728,"11.83"
"2302168XX4","2023-02-16",682,"32.45"
"2302168XX5","2023-02-16",710,"12.87"
"2302168XX6","2023-02-16",697,"47.33"
"2302168XX7","2023-02-16",69,"15.14"
"2302168XX8","2023-02-16",105,"19.02"
"2302168XX9","2023-02-16",729,"26.36"
"2302168X10","2023-02-16",210,"22.09"
"2302168X11","2023-02-16",310,"28.80"
"2302178XX1","2023-02-17",45,"49.31"
"2302178XX2","2023-02-17",551,"27.51"
"2302178XX3","2023-02-17",618,"19.83"
"2302178XX4","2023-02-17",469,"19.12"
"2302178XX5","2023-02-17",4,"5.69"
"2302178XX6","2023-02-17",330,"18.19"
"2302178XX7","2023-02-17",221,"34.71"
"2302178XX8","2023-02-17",88,"39.34"
"2302188XX1","2023-02-18",766,"48.33"
"2302188XX2","2023-02-18",68,"7.26"
"2302188XX3","2023-02-18",568,"35.22"
"2302188XX4","2023-02-18",403,"16.00"
"2302188XX5","2023-02-18",746,"13.55"
"2302188XX6","2023-02-18",345,"15.82"
"2302188XX7","2023-02-18",347,"31.09"
"2302188XX8","2023-02-18",174,"46.52"
"2302188XX9","2023-02-18",381,"6.04"
"2302188X10","2023-02-18",510,"15.59"
"2302188X11","2023-02-18",472,"19.12"
"2302188X12","2023-02-18",60,"31.99"
"2302188X13","2023-02-18",60,"35.37"
"2302188X14","2023-02-18",266,"29.10"
"2302188X15","2023-02-18",60,"47.08"
"2302188X16","2023-02-18",273,"8.82"
"2302188X17","2023-02-18",265,"16.61"
"2302188X18","2023-02-18",186,"22.63"
"2302198XX1","2023-02-19",555,"26.83"
"2302198XX2","2023-02-19",697,"32.96"
"2302198XX3","2023-02-19",46,"28.65"
"2302198XX4","2023-02-19",164,"24.66"
"2302198XX5","2023-02-19",682,"32.99"
"2302198XX6","2023-02-19",469,"15.53"
"2302198XX7","2023-02-19",70,"22.51"
"2302198XX8","2023-02-19",316,"36.99"
"2302198XX9","2023-02-19",223,"33.53"
"2302198X10","2023-02-19",300,"47.71"
"2302198X11","2023-02-19",17,"25.38"
"2302198X12","2023-02-19",614,"26.42"
"2302198X13","2023-02-19",112,"48.87"
"2302208XX1","2023-02-20",345,"25.14"
"2302208XX2","2023-02-20",698,"7.89"
"2302208XX3","2023-02-20",549,"41.17"
"2302208XX4","2023-02-20",32,"18.84"
"2302208XX5","2023-02-20",105,"13.88"
"2302208XX6","2023-02-20",598,"48.00"
"2302208XX7","2023-02-20",738,"7.26"
"2302208XX8","2023-02-20",450,"8.11"
"2302208XX9","2023-02-20",468,"32.54"
"2302208X10","2023-02-20",21,"38.34"
"2302218XX1","2023-02-21",746,"49.65"
"2302218XX2","2023-02-21",702,"29.03"
"2302218XX3","2023-02-21",515,"36.82"
"2302218XX4","2023-02-21",617,"25.84"
"2302218XX5","2023-02-21",607,"37.35"
"2302218XX6","2023-02-21",63,"33.94"
"2302218XX7","2023-02-21",369,"34.45"
"2302218XX8","2023-02-21",449,"6.55"
"2302218XX9","2023-02-21",554,"31.82"
"2302218X10","2023-02-21",727,"9.40"
"2302218X11","2023-02-21",504,"48.71"
"2302218X12","2023-02-21",714,"43.63"
"2302218X13","2023-02-21",555,"45.41"
"2302218X14","2023-02-21",725,"33.32"
"2302218X15","2023-02-21",2,"26.52"
"2302218X16","2023-02-21",329,"49.74"
"2302218X17","2023-02-21",4,"14.06"
"2302228XX1","2023-02-22",202,"49.68"
"2302228XX2","2023-02-22",145,"11.19"
"2302228XX3","2023-02-22",316,"22.78"
"2302228XX4","2023-02-22",328,"17.01"
"2302228XX5","2023-02-22",472,"8.30"
"2302228XX6","2023-02-22",168,"21.95"
"2302228XX7","2023-02-22",267,"40.25"
"2302238XX1","2023-02-23",126,"11.72"
"2302238XX2","2023-02-23",647,"48.15"
"2302238XX3","2023-02-23",327,"5.39"
"2302238XX4","2023-02-23",117,"21.39"
"2302238XX5","2023-02-23",54,"35.11"
"2302238XX6","2023-02-23",605,"10.21"
"2302238XX7","2023-02-23",623,"37.04"
"2302238XX8","2023-02-23",93,"6.59"
"2302248XX1","2023-02-24",261,"39.92"
"2302248XX2","2023-02-24",563,"28.25"
"2302248XX3","2023-02-24",158,"10.21"
"2302248XX4","2023-02-24",72,"37.44"
"2302258XX1","2023-02-25",504,"19.05"
"2302258XX2","2023-02-25",214,"28.58"
"2302258XX3","2023-02-25",63,"33.70"
"2302258XX4","2023-02-25",145,"15.30"
"2302258XX5","2023-02-25",764,"14.80"
"2302258XX6","2023-02-25",123,"8.62"
"2302258XX7","2023-02-25",553,"45.21"
"2302258XX8","2023-02-25",272,"41.05"
"2302258XX9","2023-02-25",696,"25.97"
"2302258X10","2023-02-25",1,"45.95"
"2302268XX1","2023-02-26",755,"20.81"
"2302268XX2","2023-02-26",157,"13.29"
"2302268XX3","2023-02-26",549,"31.67"
"2302268XX4","2023-02-26",156,"25.20"
"2302268XX5","2023-02-26",395,"26.21"
"2302268XX6","2023-02-26",474,"37.39"
"2302268XX7","2023-02-26",764,"40.60"
"2302268XX8","2023-02-26",303,"41.59"
"2302268XX9","2023-02-26",661,"39.81"
"2302268X10","2023-02-26",121,"31.75"
"2302278XX1","2023-02-27",90,"49.40"
"2302278XX2","2023-02-27",535,"32.87"
"2302278XX3","2023-02-27",90,"9.51"
"2302278XX4","2023-02-27",660,"20.66"
"2302278XX5","2023-02-27",317,"47.71"
"2302278XX6","2023-02-27",375,"15.48"
"2302278XX7","2023-02-27",383,"22.23"
